age,income,loan_amount,credit_score,employment_years,debt_to_income,gender,ethnicity,loan_approved
62,23712,35750,463,12,0.32372299331884014,Female,White,0
49,21367,15576,447,38,0.3149455087924903,Female,Black,0
69,126493,21566,829,32,0.15349854752360123,Female,White,1
47,127317,12190,593,25,0.04897332651485762,Female,Black,0
64,135142,28071,494,0,0.47273287426178145,Female,Hispanic,0
52,111736,43333,779,37,0.791373346736469,Female,Asian,1
57,71924,20369,422,1,0.13346376396021029,Female,Hispanic,0
69,23726,29035,699,5,0.037347855919419005,Male,Hispanic,0
33,109152,6589,751,37,0.6236253454591464,Male,White,1
30,47723,30235,403,23,0.20206880534777938,Male,Black,0
67,146969,5159,761,17,0.6637150442823427,Female,Asian,1
59,123110,17145,695,26,0.5631493336276123,Female,Asian,0
47,120494,20373,636,7,0.7565388296406437,Male,Black,0
36,29108,36921,441,27,0.3271417886053376,Female,White,0
34,97714,44323,616,9,0.5295758715605073,Female,White,0
36,55643,21237,826,16,0.3718838246506166,Male,White,1
45,51324,46971,700,28,0.5044709578468348,Male,Asian,0
43,123896,13244,609,5,0.3596791248061899,Male,White,0
54,103360,19743,794,13,0.1509057971392599,Female,White,1
43,130896,36566,408,21,0.40631793280270473,Female,Asian,1
40,28927,23691,671,5,0.4228673611499539,Female,Asian,0
26,113680,38996,505,25,0.6484830786081289,Male,Hispanic,0
29,116546,10590,342,38,0.588416564634865,Male,Asian,0
18,42443,10585,544,11,0.5310332991531553,Female,Black,0
18,99973,14227,586,34,0.09070967644205803,Male,Asian,0
64,83449,33278,654,13,0.5764930325309721,Male,Asian,0
51,129834,43814,775,21,0.40024412508361185,Female,White,1
49,125314,17237,382,22,0.7152796288849275,Male,Hispanic,0
65,96743,20649,409,6,0.7358967473044342,Male,White,0
42,141805,42713,489,39,0.04412527248142837,Male,Hispanic,1
57,80233,12927,550,24,0.656513248283583,Female,White,0
62,45537,12016,590,12,0.030157912338136496,Female,Black,0
18,121293,19027,500,20,0.2937357005560181,Male,White,1
33,97576,29142,625,9,0.43383998049686334,Female,White,0
56,127522,28545,810,8,0.11848063890170196,Female,Black,1
22,42612,36897,708,14,0.5970510500552615,Female,Black,0
39,113977,8167,807,1,0.006683763337710858,Male,Asian,1
46,26471,49757,371,24,0.13487923874722949,Female,White,0
20,55631,31917,546,12,0.4646374638827806,Male,Black,0
29,148449,27736,643,33,0.5715100496298339,Male,Black,0
43,128997,32990,353,33,0.733314482155133,Female,Asian,0
33,112059,19087,827,34,0.5643973215476991,Male,Hispanic,1
68,51348,27440,831,37,0.5374234162038928,Female,Black,0
54,84732,40205,492,2,0.3154729170805315,Female,Black,0
39,21177,20275,357,5,0.001027540421441131,Male,White,1
46,24760,10276,736,18,0.09612740698849756,Male,Asian,1
31,52779,46627,410,2,0.42764363580483133,Female,White,0
45,41636,45586,428,17,0.5401039086755358,Female,Hispanic,0
22,101889,42496,625,38,0.33395862711717,Female,Asian,0
64,73551,24008,307,8,0.5845432092227122,Female,White,0
66,31556,10738,328,11,0.41748983626574304,Male,Black,0
47,47598,37402,411,4,0.05934095647544977,Male,Black,0
63,31563,10793,430,2,0.15361300077435908,Male,Asian,0
69,66819,42291,487,10,0.6719985785951543,Female,Black,0
22,129326,10571,774,29,0.5799301972995516,Male,White,1
29,93770,36331,663,3,0.7158095896099961,Male,Asian,0
33,111055,21209,503,4,0.09404579929674926,Male,Black,0
43,46966,30394,511,0,0.7921780276920591,Male,Black,0
43,140133,48148,575,26,0.1675253711599469,Female,Hispanic,1
65,101709,30682,372,27,0.009423901029313609,Male,Hispanic,1
38,79889,7224,542,28,0.7979383512428434,Male,Asian,1
56,46987,46157,401,17,0.22485910835609052,Male,Hispanic,0
53,98714,49452,470,11,0.5344155620100479,Male,White,0
50,124874,48408,487,12,0.14134585134104416,Female,Black,0
47,78348,37441,740,1,0.4641828257593134,Female,Black,1
54,44596,46430,385,36,0.7232279891636475,Male,Black,0
40,53174,44129,775,15,0.2561449339427509,Female,Asian,1
27,84106,39716,351,23,0.5362031808354873,Female,Asian,0
22,127510,49859,410,34,0.1503228710387332,Female,Hispanic,0
53,89967,31586,342,21,0.4998363189749802,Female,Black,0
51,79182,49760,510,35,0.2691602814540081,Male,Black,0
69,113300,28478,499,10,0.16896660687036136,Female,Black,1
48,107163,11318,325,28,0.2505456405629081,Female,Black,1
27,59310,33694,598,34,0.1430728548062395,Male,Black,1
36,76088,25180,376,14,0.7215328862703063,Male,White,1
49,148803,17180,436,30,0.3177495090537031,Male,Black,0
18,28906,38002,319,15,0.19622344397949387,Male,White,0
22,56914,20372,739,9,0.3587262728127463,Female,Black,0
62,130350,34796,510,31,0.25642893344519646,Male,Asian,0
21,65379,29427,734,1,0.5955354030506608,Female,Asian,0
33,98612,38290,506,23,0.7769759295083956,Female,White,1
41,134828,33099,738,22,0.3504269253581175,Male,Black,1
33,147445,14821,341,1,0.6888267199777923,Male,Asian,0
19,57650,10832,710,37,0.45269045884769565,Female,Asian,0
66,66881,17820,822,30,0.1257885320753868,Female,Black,1
45,66413,21211,726,39,0.5524981936650732,Male,Black,1
49,26012,44890,574,25,0.4107475977006561,Male,Asian,0
44,70115,10842,747,28,0.5204852186016827,Male,Black,1
37,27151,6316,668,2,0.711749930057332,Female,Hispanic,0
41,77716,22508,519,13,0.3523476565248369,Female,Black,1
29,113747,27005,531,24,0.7209420985738846,Male,Asian,1
67,112653,20206,627,0,0.600535211425324,Female,Asian,0
52,56378,23971,742,2,0.39088394070238786,Male,White,1
50,62652,30599,351,25,0.48257770852637094,Female,Hispanic,0
50,92430,27056,675,17,0.26046490601520916,Female,Asian,1
68,33467,6378,562,8,0.7868778397910194,Male,Hispanic,0
60,51010,6519,566,37,0.5338809304403168,Male,Black,0
54,148647,27161,658,22,0.03507748199730392,Male,Asian,1
29,141999,45703,616,20,0.261297524598407,Female,White,0
20,134793,43861,623,0,0.498651547007246,Female,Asian,0
18,74691,10355,720,20,0.04506662223939184,Male,White,1
50,84157,14083,345,26,0.019107353055314216,Female,Hispanic,0
57,128177,43342,568,5,0.36001939162224206,Male,White,0
27,32289,25456,680,35,0.26615214375413604,Female,Black,0
60,64976,18324,417,27,0.35063888642653274,Male,Black,0
61,63596,7257,415,16,0.21015464790400415,Female,Black,0
46,43171,32364,559,39,0.13177419755438474,Female,Asian,0
30,120441,29972,374,2,0.5513146855842702,Female,Black,0
29,146296,31654,779,11,0.4116568930142404,Female,Black,1
48,106365,20233,604,38,0.16012336899949348,Male,Asian,1
63,138218,20887,306,11,0.25567154100799866,Female,Hispanic,0
19,119590,34320,665,1,0.47344632613066073,Male,Black,1
68,134014,25808,822,21,0.057783478617982276,Male,Black,1
67,64139,35154,647,22,0.11796240741294364,Male,Asian,1
52,68713,39773,737,29,0.0585964832859121,Male,Hispanic,1
40,49734,32747,514,4,0.6498538661712951,Female,Hispanic,0
34,92588,15860,728,8,0.6019273865696074,Male,Hispanic,1
43,83646,47838,797,20,0.6026503455034057,Female,Asian,1
25,23654,47156,839,10,0.5730602747808224,Female,White,1
46,109022,23156,666,4,0.5355083389358953,Female,White,0
43,38743,25360,612,34,0.38159353230254,Female,Black,0
27,68368,23135,837,26,0.513822530805692,Male,Black,1
43,110025,30351,353,1,0.03068924383037972,Female,Black,0
51,94172,35499,840,23,0.4971715381254277,Male,White,1
68,26441,28554,766,30,0.6223021644295018,Female,Asian,0
58,139735,24604,463,32,0.4002866883075122,Female,Black,0
24,44611,21923,633,38,0.28601066274178955,Male,Asian,0
21,139891,13547,846,29,0.22194138784078332,Female,Black,1
67,127971,49283,647,36,0.514241640129666,Female,Asian,0
62,32149,38002,572,27,0.554240958903927,Female,Asian,0
28,120102,19562,713,30,0.6967740798900341,Female,White,1
46,79189,12480,799,10,0.2738672659687926,Female,Asian,1
53,127904,31672,392,22,0.6158178459084684,Male,Hispanic,0
42,41675,9213,378,1,0.44908465935147035,Female,White,0
38,91031,15293,516,39,0.7062691925424633,Female,Black,0
53,62668,39441,657,26,0.42224968663649665,Male,White,0
27,33673,7100,806,34,0.4141038627183738,Female,Hispanic,1
54,149582,49617,480,1,0.4623016651527273,Male,Hispanic,1
26,96666,33172,545,38,0.5994522841139476,Female,Asian,1
41,108204,25132,543,36,0.7717523830627688,Female,Hispanic,0
52,100758,23199,805,20,0.058850683372612525,Male,Hispanic,1
66,85429,41609,721,4,0.04274768191281373,Female,Hispanic,1
52,43669,47965,619,20,0.7500402699258708,Female,Hispanic,0
65,54068,13016,386,28,0.4239005004145649,Male,Black,0
53,108789,44779,516,19,0.4919224116535489,Male,Black,0
35,29435,42261,789,37,0.38593888127578313,Female,White,1
66,114088,36881,818,19,0.0749259620859796,Male,Asian,1
56,72249,22058,577,24,0.6144715027349332,Female,Black,0
49,57384,29472,468,1,0.5977797160708695,Male,Hispanic,0
41,148782,46346,629,31,0.2493626571942496,Female,Asian,1
40,101929,39926,740,25,0.24499139618272034,Male,Black,1
49,147959,39832,690,5,0.6702731047244148,Male,White,1
54,96153,41021,795,2,0.0578858061930613,Male,Hispanic,1
29,124056,29087,680,32,0.7048841186852527,Male,Asian,0
66,95388,17828,605,0,0.20532935191673155,Male,Black,1
30,51401,36128,812,4,0.47438779820439514,Male,Asian,1
40,145511,6401,487,12,0.7487953432014223,Male,Black,0
42,91831,24643,815,18,0.5424980012293171,Male,White,1
52,139503,20193,726,11,0.3315438499736293,Male,Hispanic,1
58,135760,31853,801,24,0.5516273671243321,Female,White,1
47,121529,49864,559,34,0.27518370905309614,Male,Hispanic,0
34,147834,25307,812,11,0.22180673307934892,Female,Hispanic,1
66,54084,41982,370,29,0.7973466223477438,Male,Asian,0
37,140387,24611,777,4,0.6006321849438302,Female,Black,0
65,130641,48791,477,33,0.5157759819054542,Female,White,0
42,125111,16950,756,21,0.28423171457545504,Male,White,1
39,75826,15704,488,38,0.03932866332403853,Male,White,1
30,56451,48111,590,12,0.024845500828124492,Female,Asian,0
36,27227,16867,819,2,0.44334500435903906,Female,Asian,1
66,51910,7745,591,19,0.6096261768312409,Male,Asian,0
53,56041,8866,582,30,0.4299033523550841,Male,Hispanic,0
29,108920,37245,843,4,0.6726280575512917,Male,White,1
58,85681,49724,676,23,0.026741226474577308,Female,Hispanic,1
36,123314,10818,455,39,0.2934016611407521,Male,White,0
29,101571,35116,807,32,0.18965631293934246,Male,White,1
26,85481,20493,712,7,0.35781837452569765,Male,Black,1
24,88576,33038,827,23,0.057901114555297985,Male,White,1
45,127958,25447,654,19,0.7633053132568581,Male,Asian,1
31,149265,35431,486,15,0.17860432085548875,Female,Asian,1
48,147556,22908,330,11,0.7378462203868679,Female,Asian,0
69,84174,34336,559,12,0.34071452402934543,Male,Black,0
36,46160,45992,720,38,0.7884193066041745,Male,Black,1
64,135170,9025,828,24,0.44324670676816863,Female,Hispanic,1
33,137867,25093,603,31,0.744666291340646,Male,White,1
22,37633,11155,338,23,0.004279190955378276,Female,White,0
52,114880,38487,788,8,0.5985910449447202,Male,Asian,1
29,37014,25963,841,39,0.7224405224820124,Female,Asian,1
42,100532,25936,577,22,0.11177645358316327,Female,Asian,0
69,69104,9426,502,12,0.0769006813857212,Male,Asian,0
38,61621,28303,365,31,0.3396580857487645,Female,Asian,0
53,97231,32606,407,14,0.7469431249063482,Male,Asian,0
40,88388,33151,567,35,0.433909248152351,Female,White,0
33,36014,18767,521,4,0.42196517097738573,Male,Black,0
56,112578,16308,829,21,0.1129008946394575,Male,Asian,1
62,53755,49245,389,15,0.0006316088745750292,Male,White,0
59,60390,29770,554,9,0.648112072596369,Female,Asian,0
56,43711,33572,754,23,0.07005965038899058,Male,Hispanic,1
31,111658,46448,552,17,0.5070798549882592,Male,Hispanic,0
48,77993,7204,556,17,0.7316931636121532,Male,White,1
22,94696,32233,682,6,0.16692153052674483,Female,Black,0
52,47213,26729,741,3,0.5322182689895286,Male,Hispanic,0
40,135788,36131,389,25,0.06295886136600758,Female,Hispanic,1
46,124956,38870,689,4,0.4830041150700904,Female,Black,0
60,77784,43011,343,15,0.1311453767625622,Female,Hispanic,0
28,27421,44382,318,34,0.5887628484121424,Male,Asian,0
35,106936,46475,400,25,0.24098503583512657,Male,Black,1
64,119073,26607,656,17,0.370712807043717,Female,Hispanic,0
29,37727,29968,841,28,0.47954443362209737,Male,Black,1
26,132418,38398,332,22,0.13701872853299166,Male,Asian,1
27,24358,16908,528,13,0.5933102548940967,Female,Hispanic,0
61,85108,31423,823,14,0.24211227250945166,Female,White,1
34,146609,48615,454,32,0.5298974879302029,Male,Hispanic,1
55,114018,14171,722,24,0.12662644055949893,Female,Hispanic,1
24,144457,17721,545,20,0.5504941273650802,Male,Asian,0
63,52117,21616,704,16,0.10255045824836939,Female,White,1
30,108700,47512,840,22,0.3402851970159869,Male,White,1
57,51910,43458,460,16,0.19776485899110147,Male,White,0
59,146888,12659,416,13,0.598700199542546,Female,Asian,0
26,118032,48369,570,28,0.20962800360549966,Male,Asian,0
67,75754,16704,786,19,0.7053738451163171,Male,Asian,1
44,82438,37793,471,29,0.7134561691252903,Female,Asian,0
19,129847,36226,573,18,0.1571530521782287,Male,Asian,1
22,49371,28852,558,38,0.49107675600617945,Male,White,0
46,71501,37082,434,12,0.07017411337597146,Male,Black,1
54,80946,27794,721,17,0.3132296796813034,Female,Asian,1
55,58467,46420,720,22,0.5706573836010178,Female,Black,0
36,37625,18379,485,32,0.527538597479933,Female,Hispanic,0
25,53893,12006,663,38,0.4997605355252864,Female,Hispanic,0
65,96329,13682,677,39,0.22603269092995487,Female,Asian,0
62,51007,38840,822,17,0.30241995954752166,Male,Hispanic,1
18,111302,37430,495,8,0.08235691576022895,Male,Black,0
39,59532,28091,397,32,0.5752182563468808,Male,Hispanic,0
69,74253,37983,321,31,0.40311103743301885,Female,Hispanic,0
34,32323,28989,749,16,0.5670125058765237,Male,Black,1
24,131335,14915,471,18,0.19915481983749822,Female,Hispanic,0
42,132356,47552,682,26,0.259550582908053,Male,Asian,1
62,130944,23990,433,5,0.26737226980809176,Female,Black,0
21,93379,29734,725,34,0.02059392779777296,Male,Black,1
53,34210,19824,324,36,0.27283829826449885,Male,White,0
23,36456,41081,802,33,0.6426436588144269,Female,White,0
48,51367,16033,484,19,0.7178387965997909,Male,Black,0
36,74624,47736,384,24,0.414574652508742,Male,Black,0
61,30106,21241,443,3,0.3644013561753762,Female,White,0
56,123493,10939,711,9,0.024659694959496204,Male,Asian,1
44,88008,40063,523,9,0.7033634700683061,Male,Hispanic,1
27,145926,39464,519,23,0.010408170740698176,Female,Hispanic,0
43,135395,16185,478,20,0.7558000641681695,Female,Hispanic,0
36,136492,32045,732,10,0.39137299895047256,Female,Black,1
56,92240,49769,564,26,0.2735475948597813,Female,Asian,0
20,84315,24167,728,15,0.7393747478741282,Female,White,1
62,89249,41412,715,25,0.01951279448807739,Male,Asian,1
30,90587,26625,752,29,0.4651399158952697,Female,Asian,1
67,30756,44188,496,15,0.4391460195994701,Female,Hispanic,0
45,88011,32076,352,6,0.17545632096910568,Male,White,1
37,56378,49605,779,15,0.34310994508016845,Male,Asian,1
45,24255,24029,742,34,0.5218112047550162,Male,White,1
25,34484,27973,629,15,0.5817049575055421,Male,Black,0
58,145703,44121,550,39,0.0005734869652638253,Male,Hispanic,1
56,76549,36433,422,11,0.7494827440728122,Female,White,0
18,54503,48309,686,34,0.13162029791424992,Male,Black,0
20,144465,6932,638,20,0.18686434737788737,Female,Black,0
30,93794,49254,647,35,0.2107787565550786,Male,Black,0
45,145941,6757,328,16,0.03025610924162825,Female,Asian,1
66,126283,35722,334,31,0.09844169887225994,Male,Asian,1
42,120732,42853,817,5,0.7890799383553296,Female,Hispanic,1
50,65113,43405,695,23,0.25217338990182886,Female,Hispanic,1
55,125730,6116,593,26,0.09224087227123948,Female,Black,0
23,94069,48527,648,19,0.08559300893969866,Female,Hispanic,1
61,118117,16691,446,24,0.5755679741359775,Female,Asian,0
62,25249,5492,366,1,0.6836549312261128,Female,Hispanic,0
49,145654,32882,819,8,0.2055618396067759,Female,White,1
62,139979,13811,421,27,0.016727609868187977,Female,Asian,0
64,39201,32808,639,37,0.17847201475628466,Female,Black,0
38,145541,29272,474,2,0.04521255263740587,Female,Black,1
33,78576,33399,750,19,0.08271594930403321,Male,Hispanic,1
38,138562,11474,435,5,0.3452064958781139,Female,Asian,0
28,145281,31956,315,38,0.18393469668930607,Female,Black,0
54,29686,47506,632,32,0.4127567028203387,Male,Black,0
53,132413,18979,494,0,0.2027950026057523,Female,Asian,0
52,73363,49523,795,36,0.7524298408823582,Female,Asian,1
36,117543,47565,308,5,0.7247551743410117,Male,Black,0
37,20661,33328,633,33,0.45344488400837285,Male,Hispanic,0
35,64843,17867,632,14,0.2835391935899089,Female,Hispanic,0
64,115673,30851,626,25,0.30491750562778847,Male,Hispanic,1
58,80963,36279,314,13,0.3294818265155976,Female,White,0
66,133092,35527,525,6,0.5820634577079552,Female,Asian,0
31,62828,12866,724,30,0.36131119641507037,Female,Black,1
32,68604,20449,707,23,0.685383957204718,Male,White,1
48,30526,15685,412,30,0.7552758287442917,Female,Hispanic,0
18,88910,28544,727,28,0.2687569227031471,Female,White,1
20,45592,10451,300,31,0.4485555851005441,Male,Black,0
33,48982,26642,565,16,0.07604522946605155,Female,Black,0
40,20207,46316,790,13,0.1603752382130872,Female,Asian,1
28,120969,44954,507,39,0.33077261336812813,Female,Hispanic,0
29,137181,43870,668,35,0.1649621727214231,Female,Hispanic,1
27,108733,36030,605,23,0.701248392630974,Female,White,0
49,118936,35873,311,26,0.12662900484727846,Female,Hispanic,1
33,144982,5619,644,24,0.3645286572424736,Male,White,0
25,145839,38650,764,31,0.4845593923679006,Female,Black,1
55,88619,30372,793,17,0.5534911265286756,Female,Black,1
29,49328,8642,667,17,0.3064554957812054,Male,Black,0
41,66479,33001,719,36,0.6952792549797828,Female,Black,1
45,128427,39064,470,25,0.45465532086234045,Female,Black,0
25,40103,34290,433,8,0.35160622435804145,Male,White,0
45,59891,19122,726,34,0.053792507241629296,Male,Black,1
53,30754,29820,324,7,0.371751574756132,Male,White,0
43,119983,7895,829,19,0.6565886726525842,Male,Black,1
25,101437,10366,489,21,0.4916328145770524,Male,White,0
67,118540,13711,440,18,0.6657299629832947,Male,White,0
45,92982,24596,614,29,0.3952093364794445,Male,White,1
45,122747,23793,743,27,0.09476936407558548,Female,Hispanic,1
54,75922,13199,618,34,0.010911876668704856,Female,White,1
58,68231,15717,740,10,0.24257563737487298,Female,White,1
53,49301,41191,391,30,0.558392377198234,Male,Black,0
44,111652,15211,478,38,0.6322079231533551,Female,White,0
34,140787,28360,355,35,0.23660226769626355,Male,White,1
26,146823,26542,454,29,0.3965231367065977,Female,Asian,0
50,82711,36312,410,22,0.3368951235472653,Female,Hispanic,0
37,61323,41435,436,18,0.3284182274811423,Female,Asian,0
30,38752,33247,531,11,0.1850789705601204,Female,Black,0
45,117912,27357,767,14,0.10909688402356671,Male,Hispanic,1
65,102205,46045,780,30,0.1573508465849705,Male,Hispanic,1
46,118452,32691,367,36,0.04426590973067688,Female,Asian,1
30,33395,17424,548,36,0.15850459345886164,Male,Hispanic,0
63,105957,23852,622,14,0.007360718100303565,Male,Asian,0
52,141237,27601,817,28,0.5018067205087826,Female,White,1
23,76273,23020,731,25,0.2531003259101463,Male,Asian,1
35,147431,13155,786,1,0.778515769141527,Male,Hispanic,1
68,111878,8583,728,19,0.1549736406210383,Male,Hispanic,1
22,24895,20515,568,14,0.2766628562476751,Male,Black,0
64,139968,41777,836,3,0.2862729269132266,Female,Black,1
42,135700,24710,447,21,0.006761196849968432,Female,Black,1
19,96559,48178,417,37,0.6713663624315672,Male,Black,0
27,30699,29532,666,22,0.02559556811545978,Female,Hispanic,0
47,85061,23601,365,25,0.7521438677833931,Female,Black,0
67,29715,9967,669,10,0.7136594808748966,Female,Asian,0
62,39169,23753,474,27,0.4284175328687709,Male,White,0
22,145436,25022,794,1,0.4348764599290337,Male,Hispanic,1
50,138413,48463,413,7,0.5230223383649251,Female,Black,0
18,36163,14135,410,28,0.3096400095479096,Female,Hispanic,0
35,139264,10722,738,10,0.5177778267182844,Male,Black,1
49,25782,32413,446,36,0.035814710950789495,Female,Hispanic,0
64,108177,32236,334,17,0.043238101879781256,Male,Black,1
66,149772,20514,608,13,0.3657843356956355,Female,White,0
28,144481,48896,837,9,0.439697840884828,Male,Black,1
38,104328,42212,313,34,0.7102541122686552,Male,Asian,1
43,135028,45386,673,8,0.08372850712631702,Male,Hispanic,0
42,55585,25331,727,34,0.6581183417551115,Male,Hispanic,1
39,50682,23060,532,10,0.16803786983365568,Female,Asian,0
44,67864,6196,739,11,0.3152669188080255,Male,Asian,1
66,149992,17297,801,2,0.2532819478619303,Female,White,1
30,104416,7787,574,38,0.3201242182923192,Male,Hispanic,0
50,75114,28816,375,13,0.12039639845806845,Male,White,1
51,147810,45695,738,27,0.402856059522844,Female,Hispanic,1
58,58067,24702,588,10,0.6413140718650938,Female,Hispanic,0
52,62685,30242,839,38,0.3532272083031176,Female,White,1
18,142262,7176,552,24,0.3924908607185593,Male,Hispanic,0
38,38073,25127,425,20,0.6790140682250514,Male,Hispanic,0
65,56035,46560,476,9,0.5648464917104247,Female,White,0
23,84977,32228,336,14,0.3923635268158278,Male,Black,0
45,122710,25208,709,18,0.20615651855134376,Female,White,1
34,110373,33482,426,21,0.7079413974759734,Male,Hispanic,0
22,103362,14171,782,20,0.4616163213524467,Male,Asian,1
48,110517,40219,467,31,0.17691808808855472,Male,Black,1
22,85450,38396,593,22,0.2152958021104083,Female,Asian,0
55,30382,47589,642,12,0.6425064711489967,Male,Black,0
20,24437,45546,609,4,0.03531644966996437,Female,Asian,0
40,90971,8696,827,3,0.7936737496230561,Female,Black,1
54,84612,25058,839,27,0.10428134377183343,Male,White,1
54,110355,25313,718,13,0.6368548203175499,Female,Black,1
27,81929,24149,743,7,0.3158202534173463,Female,Black,1
27,122411,46075,535,8,0.39377294662997353,Male,Black,0
36,117518,9956,738,34,0.7045204619716623,Female,Hispanic,1
34,118864,15195,513,36,0.3303289516713706,Female,Asian,0
38,32329,22076,384,20,0.4299950029385876,Male,White,0
31,145605,6105,384,17,0.03943972992733596,Male,Asian,1
26,45169,20417,788,32,0.001877979093962523,Male,Asian,1
63,107468,29729,364,7,0.19583989840138072,Female,White,0
18,54594,35099,363,16,0.5444664743350138,Female,Hispanic,0
68,96957,37598,642,30,0.09701191468730937,Male,Black,1
62,80631,34961,651,33,0.09100956704363955,Female,Hispanic,0
30,65033,17602,457,5,0.32876848642872264,Male,Hispanic,1
21,83133,14256,790,21,0.5182696308865812,Male,Black,1
18,93165,25584,762,13,0.5696575937983445,Male,Asian,1
66,93861,39681,524,2,0.14276053927869983,Female,Black,0
57,72290,30792,612,11,0.06367051789763396,Female,White,0
49,114031,26904,765,35,0.7523176271564354,Male,Black,1
51,51750,48361,387,11,0.2085331060496814,Male,Asian,0
45,115155,39540,602,1,0.6826771980869791,Female,Hispanic,1
48,60461,31536,734,1,0.6907931603702546,Male,Hispanic,1
25,93800,24164,434,14,0.6180180734100356,Female,Black,0
56,98222,17996,349,22,0.13506688532205607,Male,White,1
43,132020,7871,731,28,0.6574411674033603,Male,Asian,1
51,44226,27626,639,16,0.6154004473932694,Female,Hispanic,0
20,26721,15521,646,31,0.4773783920849737,Female,Black,0
67,76154,48410,646,6,0.2697616281351622,Female,White,1
29,40609,6132,544,29,0.21000688341323528,Female,White,0
18,72130,38467,408,27,0.09751136966428718,Female,Hispanic,0
61,92909,19534,832,13,0.40780565352069714,Male,Hispanic,1
22,124211,28854,389,29,0.4682087004078772,Male,Asian,1
47,75249,47998,595,16,0.2874711924126298,Female,White,0
47,68895,44065,411,31,0.3802872541446949,Female,Asian,0
34,114473,12812,476,5,0.29081156589541335,Male,White,1
65,25656,9557,642,23,0.512804845856561,Male,White,0
64,144865,7179,400,5,0.7210073662372507,Female,Black,0
40,94520,48798,700,26,0.1311362096375559,Female,Hispanic,0
32,83740,14065,327,17,0.3051270479224988,Male,White,0
54,84309,13275,836,23,0.11269488316068905,Female,Asian,1
38,49984,40948,357,36,0.4999550163262656,Male,Hispanic,0
31,138947,25700,797,23,0.5830964075908767,Male,Asian,1
19,93822,44464,596,37,0.7455301860779647,Female,Hispanic,0
28,25901,47351,433,33,0.22309754100877194,Male,Hispanic,0
68,51552,32794,630,39,0.7601689646923442,Male,White,0
56,111245,33783,548,14,0.05061013745653984,Male,Black,1
55,51055,21998,849,10,0.48241109069167054,Female,White,0
51,57685,18869,374,21,0.04570617547466398,Male,Hispanic,0
55,93965,49525,467,23,0.7150193502095559,Female,White,0
67,34716,33152,802,0,0.4238472456560433,Male,White,1
51,134099,25954,654,17,0.5354786806102368,Male,Hispanic,0
35,31138,36555,524,11,0.6652591407283621,Male,Hispanic,0
47,55298,21654,830,27,0.12024849798717502,Male,White,1
32,71112,40236,445,39,0.030873249550507076,Male,White,1
44,43429,20042,540,6,0.7031049167302817,Female,White,0
68,70200,30966,643,22,0.251946581967146,Female,Asian,1
51,91308,49314,334,20,0.10318312634173221,Male,White,1
69,68244,19270,300,33,0.37476898966966926,Female,Asian,0
55,137217,35908,452,10,0.47864486055681504,Female,Black,0
50,134055,20523,728,21,0.0247764827380081,Male,Asian,1
41,121268,24991,807,34,0.21991652660567018,Female,White,1
32,125441,15775,425,28,0.02623989942151681,Female,Black,1
47,37347,17265,790,27,0.3362683113563992,Female,Asian,0
59,36920,24459,781,17,0.7160800232529955,Female,Asian,0
68,51822,21673,644,13,0.7861219291948554,Male,Hispanic,0
34,66659,32056,520,17,0.509638042802902,Female,Black,0
22,60108,11614,324,27,0.12931015502767346,Male,Hispanic,1
46,148955,41020,827,23,0.7246795119994447,Male,Black,1
21,109099,12415,481,7,0.4129982585600484,Female,Asian,0
27,27967,28155,798,7,0.12299944968233448,Male,Hispanic,1
34,130719,48884,341,3,0.7373813355613291,Female,White,0
27,31871,21964,780,26,0.6059752405784824,Male,Asian,1
34,114299,42726,738,35,0.5853642181785212,Female,Black,1
37,97452,42044,701,4,0.5673445630355237,Female,Black,1
41,94270,42544,845,32,0.16027185687715387,Male,Hispanic,1
22,53613,37252,644,33,0.16880535336602087,Female,Hispanic,0
51,48179,8832,344,29,0.550634398741804,Female,Black,0
23,140465,30275,320,7,0.17577820008831752,Female,Asian,1
19,72188,19901,369,38,0.3509373574424391,Female,Hispanic,1
30,75099,43213,347,25,0.6256014604751532,Male,White,1
60,55262,39148,790,36,0.6271620144782728,Male,Black,0
60,98213,47633,586,33,0.36260941802068775,Male,White,0
65,137407,27918,309,6,0.6337519506201961,Female,Black,0
28,38268,24540,841,39,0.6708974369584455,Male,White,1
68,97866,16580,573,27,0.5238206010274082,Female,Asian,0
64,106269,43402,680,38,0.18274068184673614,Female,Black,1
40,80545,43578,628,38,0.21920942430843804,Female,Asian,0
33,123483,29917,778,27,0.2518729243269883,Male,Hispanic,1
48,112822,27318,314,13,0.0934432861871616,Male,Black,1
28,92146,15179,815,37,0.21852769629595611,Male,Asian,1
33,91966,17251,490,3,0.1676153794500257,Male,White,1
25,59922,24493,467,17,0.36426299984688176,Female,Asian,0
21,99364,25466,820,24,0.726750038297812,Male,Black,1
57,62913,35206,436,6,0.08358425340316647,Male,Asian,1
21,117033,24624,453,37,0.5762143391579165,Male,White,0
42,124792,31564,687,27,0.5498264035305022,Male,White,0
20,139425,27412,508,4,0.07660335893068614,Female,White,0
49,75677,32990,571,2,0.7380579239246401,Male,Hispanic,1
20,122154,40517,442,30,0.4547777617254557,Male,Black,0
44,69841,18156,368,19,0.2909804169085474,Male,White,1
46,66332,28064,546,18,0.6052308667962454,Female,Hispanic,0
49,112062,30711,560,10,0.20589236672130726,Male,White,1
